brand,avg_rating,review_count,rating_std,verified_ratio,avg_helpful_votes,avg_sentiment_score,positive_ratio,avg_text_length,first_review_date,last_review_date,brand_age_days,norm_rating,norm_helpful,brand_reputation_score,brs_category
BTFBM,4.205504587155963,545,1.237424601267015,0.8495412844036697,1.2477064220183487,0.6150838532110092,0.8495412844036697,204.50275229357797,2018-10-19 01:10:38.826,2023-03-18 16:04:58.516,1611,0.8013761467889908,0.12477064220183487,65.63,Good (60-70)
BUBBLELIME,4.3578947368421055,95,1.1290721993544006,0.9894736842105263,1.4736842105263157,0.6972747368421053,0.9263157894736842,260.4842105263158,2018-02-08 22:45:26.007,2023-03-01 07:49:40.574,1846,0.8394736842105264,0.14736842105263157,72.57,Very Good (70-80)
BUFF,4.2727272727272725,55,1.0793438585470183,0.9272727272727272,0.4909090909090909,0.5226345454545455,0.8545454545454545,299.2181818181818,2011-12-08 15:18:18.000,2022-11-02 05:38:36.270,3981,0.8181818181818181,0.04909090909090909,66.23,Good (60-70)
BULLIANT,4.535849056603774,265,1.0111301694411217,0.9811320754716981,1.8113207547169812,0.5415792452830188,0.8226415094339623,136.44905660377358,2017-10-26 13:28:34.714,2023-03-17 12:05:24.909,1967,0.8839622641509435,0.18113207547169813,71.72,Very Good (70-80)
BUREI,4.169811320754717,53,1.3549886326035212,0.9622641509433962,0.7924528301886793,0.6902905660377359,0.9056603773584906,229.8490566037736,2016-11-22 01:05:27.000,2022-10-20 02:23:14.234,2158,0.7924528301886793,0.07924528301886793,68.49,Good (60-70)
BZees,4.467889908256881,109,1.0590772305928289,0.963302752293578,0.8073394495412844,0.6482944954128441,0.8532110091743119,178.42201834862385,2015-04-22 23:09:28.000,2023-03-13 12:57:57.061,2881,0.8669724770642202,0.08073394495412844,69.11,Good (60-70)
Babyonlinedress,3.6666666666666665,93,1.513226708878669,0.946236559139785,2.161290322580645,0.4837430107526882,0.7634408602150538,220.18279569892474,2016-02-15 17:18:32.000,2022-10-02 00:55:44.859,2420,0.6666666666666666,0.2161290322580645,64.81,Good (60-70)
Back From Bali,4.241935483870968,62,1.314303204668626,0.9516129032258065,1.1129032258064515,0.6526677419354839,0.8870967741935484,199.03225806451613,2015-08-16 02:33:58.000,2023-03-13 18:38:24.174,2766,0.810483870967742,0.11129032258064515,69.01,Good (60-70)
Baffin,4.364864864864865,74,1.0800091872303845,0.9324324324324325,2.3783783783783785,0.6374513513513513,0.8378378378378378,342.72972972972974,2010-01-09 15:06:59.000,2023-01-12 18:40:44.765,4751,0.8412162162162162,0.23783783783783785,71.23,Very Good (70-80)
Baggallini,4.477611940298507,335,0.9812342367660805,0.8686567164179104,1.3970149253731343,0.6812185074626865,0.8955223880597015,365.1611940298507,2010-11-29 03:12:36.000,2023-03-16 17:07:13.431,4490,0.8694029850746268,0.13970149253731343,69.33,Good (60-70)
Balanced Tech,3.985074626865672,67,1.3426854289121917,0.9850746268656716,3.1940298507462686,0.5648477611940298,0.835820895522388,212.6865671641791,2015-04-28 01:04:33.000,2023-01-16 20:27:55.852,2820,0.746268656716418,0.31940298507462683,72.16,Very Good (70-80)
Balega,4.525679758308157,331,1.0567699816441531,0.9637462235649547,0.2054380664652568,0.6010504531722054,0.8731117824773413,165.95770392749245,2009-11-27 14:06:47.000,2023-03-18 23:02:56.288,4859,0.8814199395770392,0.02054380664652568,68.47,Good (60-70)
Bali,4.104378420641126,2558,1.2830124043660163,0.9546520719311963,1.2427677873338545,0.5285526192337764,0.8053166536356529,175.295543393276,2009-04-16 19:42:19.000,2023-03-19 21:56:08.681,5085,0.7760946051602815,0.12427677873338545,66.51,Good (60-70)
BambooMN,4.327272727272727,110,1.058899297904473,0.990909090909091,0.45454545454545453,0.5224472727272728,0.8181818181818182,129.70909090909092,2015-01-08 02:09:08.000,2023-03-10 16:23:06.280,2983,0.8318181818181818,0.045454545454545456,67.16,Good (60-70)
Bandelettes,3.9669421487603307,121,1.328745550619836,1.0,0.9173553719008265,0.4764157024793388,0.7520661157024794,247.71900826446281,2014-12-27 15:52:34.000,2023-01-19 07:08:47.813,2944,0.7417355371900827,0.09173553719008265,64.64,Good (60-70)
Bandolino,4.016260162601626,123,1.2866511356523116,0.9186991869918699,0.7398373983739838,0.5163,0.7723577235772358,181.16260162601625,2011-04-27 22:33:38.000,2023-03-16 06:09:28.254,4340,0.7540650406504066,0.07398373983739838,62.98,Good (60-70)
Banjamath®,4.285714285714286,91,1.098339294730552,0.978021978021978,3.4725274725274726,0.5957835164835166,0.8681318681318682,253.98901098901098,2015-08-04 03:58:03.000,2023-03-16 23:38:02.295,2781,0.8214285714285714,0.34725274725274724,75.37,Very Good (70-80)
Barbra Lingerie,4.418918918918919,74,1.0469362576500905,1.0,1.2972972972972974,0.636527027027027,0.8648648648648649,176.14864864864865,2015-09-13 05:54:27.000,2022-12-30 00:14:46.583,2664,0.8547297297297298,0.12972972972972974,71.23,Very Good (70-80)
BareTraps,4.3522727272727275,88,1.1550963807850936,0.9545454545454546,0.9090909090909091,0.6242840909090909,0.8409090909090909,181.89772727272728,2014-07-11 15:17:21.000,2022-12-28 22:18:19.794,3092,0.8380681818181819,0.09090909090909091,68.11,Good (60-70)
Barry.Wang,4.573770491803279,61,1.0240282612220333,0.9672131147540983,0.19672131147540983,0.6097672131147541,0.9016393442622951,130.27868852459017,2016-10-16 22:02:19.000,2023-03-18 00:16:24.350,2343,0.8934426229508197,0.019672131147540982,69.55,Good (60-70)
Barzel,4.309859154929577,71,1.3372845545654357,0.9577464788732394,1.2535211267605635,0.6015521126760563,0.8591549295774648,141.71830985915494,2019-03-26 04:15:47.364,2023-02-21 16:34:15.836,1428,0.8274647887323943,0.12535211267605634,69.24,Good (60-70)
Bates,4.302884615384615,208,1.1670149981665816,0.8846153846153846,1.0625,0.567498076923077,0.8365384615384616,293.97115384615387,2011-07-28 15:08:37.000,2023-02-05 15:20:50.243,4210,0.8257211538461537,0.10625,66.33,Good (60-70)
Bbonlinedress,4.108433734939759,83,1.1477661038260267,1.0,0.5180722891566265,0.5609253012048193,0.8192771084337349,188.46987951807228,2017-04-04 02:55:57.000,2023-01-14 20:05:28.162,2111,0.7771084337349397,0.051807228915662654,66.2,Good (60-70)
BeadChica,3.8309859154929575,71,1.5211453907496129,0.971830985915493,1.8028169014084507,0.5320704225352113,0.8309859154929577,107.77464788732394,2021-04-23 20:41:02.800,2023-02-15 02:31:11.101,662,0.7077464788732394,0.18028169014084508,67.27,Good (60-70)
Beaux Bijoux,4.509433962264151,53,0.9927165818607576,0.9433962264150944,0.4339622641509434,0.6020943396226416,0.8490566037735849,125.0,2013-01-21 03:34:18.000,2023-03-12 19:37:38.442,3702,0.8773584905660377,0.043396226415094344,67.83,Good (60-70)
Bebonnie,4.470588235294118,68,0.9995609220424995,0.9411764705882353,1.0294117647058822,0.6441132352941177,0.8823529411764706,158.02941176470588,2017-06-07 19:04:11.000,2023-03-01 13:52:21.953,2092,0.8676470588235294,0.10294117647058823,69.85,Good (60-70)
Beinia,4.2592592592592595,54,1.3057952855416648,1.0,0.6296296296296297,0.6388777777777778,0.8703703703703703,211.62962962962962,2016-01-26 05:47:56.000,2021-11-26 22:17:01.175,2131,0.8148148148148149,0.06296296296296297,68.7,Good (60-70)
Bella Canvas,4.149532710280374,321,1.1948096473739842,0.9750778816199377,0.7383177570093458,0.5335772585669782,0.8037383177570093,151.1619937694704,2012-03-08 21:49:06.000,2023-01-22 03:10:35.080,3971,0.7873831775700935,0.07383177570093458,66.0,Good (60-70)
Bella Marie,4.056818181818182,88,1.1382377440431644,0.9772727272727273,7.9772727272727275,0.57425,0.8295454545454546,164.76136363636363,2015-06-25 03:35:20.000,2023-02-27 03:32:05.010,2803,0.7642045454545454,0.7977272727272727,84.22,Excellent (80-90)
Bella Vita,4.048387096774194,62,1.260073109443358,0.9032258064516129,0.8387096774193549,0.5459241935483871,0.8225806451612904,191.88709677419354,2012-09-07 00:09:28.000,2022-06-20 01:56:09.207,3573,0.7620967741935485,0.08387096774193549,64.29,Good (60-70)
Bellady,4.4363636363636365,55,1.032143335646685,0.9636363636363636,1.0909090909090908,0.6586381818181818,0.8727272727272727,196.4909090909091,2016-01-30 19:13:24.000,2022-12-29 19:23:46.257,2525,0.8590909090909091,0.10909090909090909,70.11,Very Good (70-80)
Belle Donne,4.09433962264151,53,1.2597947168456305,0.9811320754716981,0.8867924528301887,0.4878433962264151,0.8113207547169812,134.52830188679246,2015-06-18 21:36:52.000,2022-02-21 01:29:18.188,2439,0.7735849056603774,0.08867924528301888,66.37,Good (60-70)
Belle Poque,4.0849315068493155,365,1.279988756912838,0.9534246575342465,2.3863013698630136,0.5800030136986302,0.8273972602739726,177.01643835616437,2015-12-28 13:59:36.000,2023-03-13 02:44:52.319,2631,0.7712328767123289,0.23863013698630137,69.77,Good (60-70)
Bellivera,4.327102803738318,214,1.0280178377964961,0.5560747663551402,3.514018691588785,0.7572355140186915,0.9252336448598131,330.2897196261682,2017-12-07 19:58:45.724,2023-03-02 14:32:09.860,1910,0.8317757009345794,0.3514018691588785,66.61,Good (60-70)
Belts.com,4.369565217391305,414,1.129031942726889,0.9806763285024155,0.4251207729468599,0.5259480676328503,0.8454106280193237,127.28260869565217,2012-12-09 19:28:34.000,2023-03-09 05:18:03.699,3741,0.8423913043478262,0.04251207729468599,67.77,Good (60-70)
Beluring,4.078431372549019,51,1.4400435723255316,0.9607843137254902,1.5294117647058822,0.6277,0.8235294117647058,171.58823529411765,2016-08-06 22:43:28.000,2022-11-12 22:11:03.894,2288,0.7696078431372548,0.15294117647058822,67.67,Good (60-70)
BenBoy,3.8666666666666667,75,1.4550316550223632,0.9733333333333334,4.32,0.5598920000000001,0.8,276.8666666666667,2018-01-24 16:51:19.717,2023-02-16 11:15:16.697,1848,0.7166666666666667,0.43200000000000005,73.05,Very Good (70-80)
Beninos,4.0,59,1.18903032065977,0.9491525423728814,1.6779661016949152,0.5647627118644067,0.847457627118644,179.74576271186442,2016-01-27 17:00:30.000,2023-01-31 01:46:46.368,2560,0.75,0.16779661016949152,67.86,Good (60-70)
Beopjesk,4.2388059701492535,67,1.115857493872082,0.5522388059701493,0.373134328358209,0.6903328358208954,0.9253731343283582,273.32835820895525,2019-01-02 03:52:54.713,2023-02-15 00:57:42.089,1504,0.8097014925373134,0.0373134328358209,58.12,Fair (50-60)
Berkshire,3.627659574468085,94,1.6262896788160073,0.9893617021276596,1.2765957446808511,0.3776106382978724,0.723404255319149,174.96808510638297,2012-12-07 19:13:28.000,2023-03-09 07:57:57.174,3743,0.6569148936170213,0.12765957446808512,62.43,Good (60-70)
Berne,4.53921568627451,102,0.8521558987597917,0.9803921568627451,0.9705882352941176,0.608428431372549,0.8529411764705882,188.52941176470588,2014-02-05 22:12:03.000,2023-03-10 02:32:40.322,3319,0.8848039215686274,0.09705882352941177,70.38,Very Good (70-80)
Bernie Mev,4.072727272727272,55,1.2889063043058873,0.9636363636363636,0.6181818181818182,0.5123545454545455,0.8,195.72727272727272,2014-04-27 17:42:02.000,2022-10-22 17:40:36.225,3099,0.7681818181818181,0.061818181818181814,64.84,Good (60-70)
BerryGo,4.170212765957447,94,1.197113893777024,0.9361702127659575,1.9042553191489362,0.6769574468085107,0.9042553191489362,221.9787234042553,2017-03-31 22:00:13.000,2023-01-31 01:34:18.562,2131,0.7925531914893618,0.19042553191489361,70.59,Very Good (70-80)
Berydress,4.291338582677166,127,1.1826137062044975,0.9606299212598425,0.9763779527559056,0.6291094488188976,0.8661417322834646,187.77165354330708,2018-07-06 18:13:41.931,2023-03-05 04:07:23.611,1702,0.8228346456692914,0.09763779527559055,68.68,Good (60-70)
Beslip,4.035714285714286,56,1.292837411057002,0.875,0.44642857142857145,0.5487767857142857,0.8035714285714286,171.625,2019-11-12 14:59:20.328,2023-02-21 14:36:40.295,1196,0.7589285714285714,0.044642857142857144,62.05,Good (60-70)
Bestisun,4.108910891089109,101,1.363092000556161,0.9702970297029703,1.7326732673267327,0.6104811881188119,0.8514851485148515,149.84158415841586,2017-12-20 20:34:33.046,2023-01-15 16:43:21.109,1851,0.7772277227722773,0.17326732673267325,69.31,Good (60-70)
Betsey Johnson,4.333333333333333,129,1.120360804979063,0.9457364341085271,0.8527131782945736,0.6102922480620155,0.8604651162790697,160.86821705426357,2012-10-14 08:55:19.000,2023-03-09 20:30:47.031,3798,0.8333333333333333,0.08527131782945736,68.12,Good (60-70)
Beverly Rock,4.333333333333333,60,1.1741086293211236,0.9666666666666667,0.9166666666666666,0.5204466666666667,0.8333333333333334,126.73333333333333,2016-01-10 00:24:22.000,2023-01-02 20:55:42.112,2549,0.8333333333333333,0.09166666666666666,68.12,Good (60-70)
Beyove,3.887323943661972,142,1.3584439969677855,0.8943661971830986,1.591549295774648,0.48315281690140843,0.7605633802816901,191.69718309859155,2017-08-01 21:36:10.738,2023-03-15 20:53:40.645,2051,0.721830985915493,0.1591549295774648,63.4,Good (60-70)
Billabong,4.095238095238095,63,1.2143534814378323,0.6984126984126984,0.6190476190476191,0.6547365079365078,0.9047619047619048,276.06349206349205,2014-08-11 14:40:54.000,2023-03-09 20:14:10.135,3132,0.7738095238095237,0.06190476190476191,60.97,Good (60-70)
Bingerlily,4.121951219512195,82,1.1481627180938758,0.7804878048780488,1.0731707317073171,0.5817329268292684,0.8780487804878049,177.6951219512195,2020-01-03 02:25:10.548,2023-02-19 20:11:36.760,1143,0.7804878048780488,0.10731707317073172,63.66,Good (60-70)
Bioworld,4.35042735042735,117,1.1913209078381868,0.9914529914529915,0.47863247863247865,0.6016452991452992,0.8547008547008547,121.46153846153847,2013-08-05 06:51:10.000,2023-03-11 11:07:03.751,3505,0.8376068376068375,0.04786324786324787,68.29,Good (60-70)
Birch,4.463157894736842,95,1.1186097594572326,0.9894736842105263,0.4421052631578947,0.40182736842105266,0.7052631578947368,92.42105263157895,2014-03-21 01:16:57.000,2023-01-07 18:36:37.501,3214,0.8657894736842104,0.04421052631578947,65.12,Good (60-70)
Birkenstock,4.448844884488449,909,1.0706698915452781,0.9702970297029703,1.2057205720572057,0.5932654565456547,0.8503850385038504,196.41584158415841,2010-01-29 03:57:02.000,2023-03-13 15:47:16.453,4791,0.8622112211221122,0.12057205720572058,70.09,Very Good (70-80)
Biucly,4.071895424836601,153,1.3134154710214143,0.8235294117647058,1.6274509803921569,0.5976575163398692,0.8169934640522876,175.7450980392157,2019-08-14 16:47:14.301,2023-03-16 16:06:35.628,1309,0.7679738562091503,0.1627450980392157,64.28,Good (60-70)
Black n Bianco,4.1875,80,1.2022526325215772,0.9875,0.6,0.6110675,0.825,163.675,2013-08-07 12:22:51.000,2023-01-31 05:40:11.266,3463,0.796875,0.06,66.73,Good (60-70)
Bling Jewelry,4.105485232067511,237,1.282811513028687,0.9493670886075949,0.70042194092827,0.5636240506329114,0.8270042194092827,168.0084388185654,2011-03-31 00:58:41.000,2022-10-02 15:37:52.672,4203,0.7763713080168777,0.070042194092827,65.57,Good (60-70)
Blizzard Bay,4.484375,64,1.0689289625527636,0.96875,0.34375,0.5887609375,0.828125,132.875,2015-12-14 20:58:01.000,2023-01-11 23:37:38.614,2585,0.87109375,0.034375,67.56,Good (60-70)
Bloch,4.319148936170213,235,1.1305089803474806,0.9744680851063829,0.9957446808510638,0.6195387234042553,0.8638297872340426,201.8468085106383,2011-09-29 13:20:45.000,2023-03-06 01:20:57.202,4175,0.8297872340425532,0.09957446808510638,69.19,Good (60-70)
Bloggerlove,4.144736842105263,76,1.25117488645322,0.8421052631578947,1.6842105263157894,0.606646052631579,0.8289473684210527,181.60526315789474,2019-05-30 04:06:13.712,2023-03-19 15:43:31.818,1389,0.7861842105263157,0.16842105263157894,65.64,Good (60-70)
Blooming Jelly,4.191082802547771,314,1.218251813846269,0.9745222929936306,1.8598726114649682,0.6245812101910828,0.856687898089172,189.5828025477707,2017-07-26 02:06:52.356,2023-03-08 04:03:10.270,2051,0.7977707006369428,0.18598726114649683,70.37,Very Good (70-80)
Blowfish Malibu,4.445833333333334,480,1.016144897311031,0.9416666666666667,0.9,0.6532735416666667,0.8875,171.33541666666667,2012-10-26 14:06:35.000,2023-03-04 17:50:53.750,3781,0.8614583333333334,0.09,69.52,Good (60-70)
Bluemaple,4.36986301369863,146,1.2092385670908037,0.9931506849315068,0.2671232876712329,0.5325609589041096,0.8424657534246576,179.43150684931507,2017-08-28 03:35:14.322,2023-03-07 14:53:05.300,2017,0.8424657534246576,0.02671232876712329,67.62,Good (60-70)
Bluetime,4.37,300,1.0599583509202706,0.9366666666666666,1.1433333333333333,0.592382,0.8533333333333334,147.15666666666667,2015-12-23 07:45:33.000,2023-03-16 14:59:04.280,2640,0.8425,0.11433333333333333,68.67,Good (60-70)
Blulu,3.442105263157895,95,1.6224212892666385,1.0,0.43157894736842106,0.42536736842105266,0.6842105263157895,157.4842105263158,2019-01-25 19:07:18.681,2023-03-11 20:13:03.519,1506,0.6105263157894737,0.0431578947368421,58.45,Fair (50-60)
Boao,4.310679611650485,206,1.0912434278389942,0.9757281553398058,1.6553398058252426,0.5628194174757282,0.8446601941747572,173.24271844660194,2018-11-22 00:15:45.797,2023-03-18 12:02:10.571,1577,0.8276699029126213,0.16553398058252428,70.34,Very Good (70-80)
Boboking,4.219512195121951,82,1.2174086042598786,0.9634146341463414,0.9512195121951219,0.5821219512195123,0.8536585365853658,191.47560975609755,2017-12-21 06:16:47.998,2022-12-20 21:14:01.884,1825,0.8048780487804879,0.0951219512195122,67.93,Good (60-70)
Body Glove,4.388888888888889,72,1.0688358225889758,0.9305555555555556,2.75,0.611398611111111,0.8611111111111112,207.95833333333334,2014-07-13 15:17:54.000,2022-12-17 20:27:02.217,3079,0.8472222222222223,0.275,72.85,Very Good (70-80)
BodyJ4You,3.9747899159663866,119,1.4927064764990452,0.9243697478991597,0.6302521008403361,0.4381983193277311,0.7563025210084033,161.21008403361344,2012-01-25 08:19:28.000,2023-01-22 19:24:59.955,4015,0.7436974789915967,0.06302521008403361,62.18,Good (60-70)
Bofell,4.415384615384616,65,0.8458041235325204,0.7076923076923077,1.3384615384615384,0.69598,0.9076923076923077,205.4923076923077,2021-04-27 22:00:34.510,2023-03-04 22:25:58.801,676,0.8538461538461539,0.13384615384615384,65.08,Good (60-70)
Bolter,4.426229508196721,61,1.1322399096988036,0.9672131147540983,0.2786885245901639,0.5133540983606557,0.8032786885245902,140.98360655737704,2016-05-07 05:28:21.000,2023-03-14 16:34:12.624,2502,0.8565573770491803,0.02786885245901639,66.37,Good (60-70)
BomKinta,4.2898550724637685,69,1.1259172636430617,0.8405797101449275,0.5217391304347826,0.5325869565217392,0.8115942028985508,194.81159420289856,2018-12-21 03:20:14.422,2023-03-09 02:30:17.154,1538,0.8224637681159421,0.05217391304347826,63.17,Good (60-70)
Bonnie Jean,4.620689655172414,58,0.9143607911444668,0.9655172413793104,0.5,0.7384310344827586,0.9827586206896551,135.6551724137931,2012-11-09 15:58:31.000,2023-03-09 23:00:56.190,3772,0.9051724137931034,0.05,72.59,Very Good (70-80)
Bonny Billy,4.58,50,0.8103916916390191,0.92,1.08,0.70394,0.92,138.56,2016-05-17 16:52:17.000,2023-01-31 15:35:37.728,2449,0.895,0.10800000000000001,71.08,Very Good (70-80)
Borgasets,4.291139240506329,79,1.2210955435662538,1.0,0.810126582278481,0.5811126582278481,0.8481012658227848,170.7594936708861,2018-01-27 20:39:37.480,2023-01-22 13:44:42.690,1820,0.8227848101265822,0.0810126582278481,68.8,Good (60-70)
Bostonian,4.153225806451613,124,1.2100148143869685,0.9354838709677419,0.3548387096774194,0.5686370967741935,0.7983870967741935,199.73387096774192,2009-11-11 03:06:57.000,2023-01-20 20:56:33.104,4818,0.7883064516129032,0.035483870967741936,63.94,Good (60-70)
Boulder Creek,4.366666666666666,90,1.0856572596327345,0.9888888888888889,1.5,0.6175777777777778,0.8555555555555555,166.9,2013-01-18 16:21:04.000,2023-02-28 04:05:08.488,3692,0.8416666666666666,0.15,70.9,Very Good (70-80)
Bow Dream,4.535211267605634,71,1.06678403110193,0.9859154929577465,2.535211267605634,0.7433605633802817,0.9859154929577465,175.3661971830986,2015-02-25 04:45:54.000,2022-12-18 19:29:37.508,2853,0.8838028169014085,0.2535211267605634,77.73,Very Good (70-80)
Bozzolo,3.74468085106383,94,1.4950539977500856,0.9893617021276596,0.43617021276595747,0.4307244680851064,0.7553191489361702,136.37234042553192,2015-11-01 21:01:07.000,2022-10-14 22:32:10.117,2539,0.6861702127659575,0.043617021276595745,61.86,Good (60-70)
Bramour by Glamorise,4.2745098039215685,51,0.9397538267556886,0.058823529411764705,1.3333333333333333,0.8240000000000001,0.9411764705882353,506.4901960784314,2019-06-27 01:36:13.076,2022-06-26 02:59:30.782,1095,0.8186274509803921,0.13333333333333333,48.8,Poor (<50)
Briggs New York,4.264705882352941,170,1.1591882369159237,0.9529411764705882,2.764705882352941,0.5803723529411765,0.8705882352941177,153.11176470588236,2014-08-01 17:21:00.000,2023-02-22 01:55:26.576,3126,0.8161764705882353,0.27647058823529413,72.9,Very Good (70-80)
Brilliant,4.397849462365591,93,1.1434100879675726,0.989247311827957,1.5591397849462365,0.5075139784946237,0.8387096774193549,118.35483870967742,2015-02-18 18:52:11.000,2022-12-28 17:15:11.325,2869,0.8494623655913978,0.15591397849462366,70.83,Very Good (70-80)
Brinley Co,3.9734513274336285,226,1.250494494127293,0.9823008849557522,1.1415929203539823,0.5121725663716814,0.8097345132743363,157.79646017699116,2013-06-28 15:03:17.000,2022-12-21 21:46:32.158,3463,0.7433628318584071,0.11415929203539824,66.24,Good (60-70)
Brixton,4.666666666666667,54,0.9111469032188406,0.9814814814814815,0.5555555555555556,0.6570851851851851,0.8888888888888888,127.37037037037037,2012-11-11 04:44:18.000,2022-09-28 14:05:38.198,3608,0.9166666666666667,0.05555555555555556,71.06,Very Good (70-80)
Brooks,4.400568181818182,1056,1.1318565293047405,0.9678030303030303,1.1496212121212122,0.5933618371212122,0.853219696969697,238.02367424242425,2008-04-28 12:36:20.000,2023-03-18 04:15:55.486,5436,0.8501420454545454,0.11496212121212121,69.65,Good (60-70)
Bruno Marc,4.292929292929293,495,1.1563285229056337,0.8808080808080808,0.5292929292929293,0.5729846464646465,0.8303030303030303,157.53131313131314,2016-04-25 00:25:46.000,2023-03-18 21:37:28.768,2518,0.8232323232323233,0.05292929292929292,64.68,Good (60-70)
Bsubseach,4.021505376344086,93,1.36714948312535,1.0,1.7096774193548387,0.49556666666666666,0.7741935483870968,130.95698924731184,2018-05-18 11:18:57.542,2023-02-15 02:50:57.414,1733,0.7553763440860215,0.17096774193548386,67.51,Good (60-70)
Buffway,4.593548387096774,310,0.9566444469993731,0.9774193548387097,0.7225806451612903,0.5382335483870967,0.8483870967741935,174.83548387096775,2018-01-14 04:34:19.539,2023-02-25 13:57:22.920,1868,0.8983870967741936,0.07225806451612903,69.91,Good (60-70)
Bulotus,4.305343511450381,131,1.175997970766122,0.9312977099236641,5.984732824427481,0.6490702290076336,0.8778625954198473,170.35114503816794,2017-11-09 05:48:12.480,2023-03-17 12:56:47.312,1954,0.8263358778625953,0.5984732824427481,80.85,Excellent (80-90)
Burt's Bees Baby,4.278260869565218,115,1.2463830202247221,0.9217391304347826,0.3391304347826087,0.5626313043478262,0.8608695652173913,154.56521739130434,2015-06-29 20:03:12.000,2023-02-06 21:45:01.367,2779,0.8195652173913044,0.033913043478260865,65.9,Good (60-70)
Burton,4.102564102564102,78,1.2336172509378756,0.8205128205128205,0.5897435897435898,0.6329653846153845,0.8717948717948718,235.87179487179486,2016-01-03 22:22:28.000,2022-09-14 20:56:13.812,2445,0.7756410256410255,0.05897435897435897,63.17,Good (60-70)
Buttoned Down,4.342391304347826,184,1.0697769233425827,0.483695652173913,0.3967391304347826,0.7029527173913044,0.9130434782608695,303.0271739130435,2016-11-27 23:10:57.000,2023-01-09 22:00:39.124,2233,0.8355978260869565,0.03967391304347826,56.8,Fair (50-60)
Buxton,4.425,80,0.9648899720837855,0.9875,0.35,0.57395125,0.8375,182.1,2012-03-31 10:50:26.000,2022-12-08 21:17:29.542,3904,0.85625,0.034999999999999996,67.91,Good (60-70)
Buyless Fashion,4.645161290322581,62,0.726473047203447,0.9193548387096774,0.24193548387096775,0.6177838709677419,0.8709677419354839,132.38709677419354,2014-06-20 17:39:25.000,2023-03-06 15:59:20.574,3180,0.9112903225806452,0.024193548387096774,68.15,Good (60-70)
Bveyzi,4.672566371681416,113,0.900817861288386,0.9557522123893806,0.6814159292035398,0.6194805309734513,0.8584070796460177,188.46902654867256,2017-12-22 21:17:20.378,2023-03-17 02:39:38.875,1910,0.918141592920354,0.06814159292035397,70.01,Very Good (70-80)
C.C,4.4199243379571245,793,1.0749472593711955,0.9659520807061791,0.5548549810844893,0.5929216897856242,0.8663303909205549,120.76796973518285,2014-10-29 18:49:05.000,2023-03-12 02:51:27.859,3055,0.8549810844892811,0.055485498108448925,68.57,Good (60-70)
C9 Champion,4.343949044585988,314,1.0677579495975655,0.5031847133757962,2.6082802547770703,0.692548407643312,0.9044585987261147,284.2579617834395,2019-12-22 20:26:38.242,2023-02-01 23:27:56.290,1137,0.8359872611464969,0.260828025477707,62.61,Good (60-70)
CADMUS,4.445121951219512,164,1.0227657005825888,0.9695121951219512,0.8597560975609756,0.5956817073170732,0.8597560975609756,162.10365853658536,2018-08-23 21:28:38.502,2023-03-18 18:18:31.557,1667,0.8612804878048781,0.08597560975609755,69.41,Good (60-70)
CAMEL CROWN,4.4124293785310735,177,0.9911330045802943,0.9209039548022598,2.6666666666666665,0.5892649717514123,0.8587570621468926,235.70056497175142,2018-04-27 19:17:37.739,2023-03-12 21:08:51.201,1780,0.8531073446327684,0.26666666666666666,72.49,Very Good (70-80)
CAMO COLL,4.263888888888889,72,1.100487159161995,0.9444444444444444,1.5972222222222223,0.5202527777777778,0.8055555555555556,205.36111111111111,2016-01-03 17:54:06.000,2021-04-17 19:28:26.125,1931,0.8159722222222223,0.15972222222222224,68.14,Good (60-70)
CAMPSNAIL,3.9813084112149535,107,1.3871465785562398,0.9439252336448598,0.9813084112149533,0.5589289719626168,0.8130841121495327,208.51401869158877,2019-10-14 18:33:43.231,2023-03-16 01:42:06.963,1248,0.7453271028037384,0.09813084112149532,65.01,Good (60-70)
CARCOS,4.403846153846154,52,1.1420589487999013,0.9423076923076923,0.9038461538461539,0.66915,0.8653846153846154,153.01923076923077,2020-10-25 20:33:10.097,2023-01-25 23:02:17.267,822,0.8509615384615385,0.09038461538461538,68.73,Good (60-70)
CASMONAL,4.52808988764045,89,0.9663648807450979,0.9550561797752809,0.3258426966292135,0.5105842696629214,0.8314606741573034,115.38202247191012,2018-04-19 17:27:40.384,2023-03-16 15:49:14.446,1791,0.8820224719101124,0.03258426966292135,67.53,Good (60-70)
CASUAL MOMENTS,4.492537313432836,67,1.133152405277689,0.9104477611940298,0.43283582089552236,0.6469582089552239,0.8805970149253731,167.1492537313433,2013-11-26 13:32:52.000,2021-03-04 04:28:59.792,2654,0.8731343283582089,0.043283582089552235,67.69,Good (60-70)
CATHY,4.489130434782608,92,0.9433930487014786,0.8586956521739131,1.434782608695652,0.6891521739130435,0.8913043478260869,150.20652173913044,2020-12-20 20:41:56.053,2023-02-28 21:40:39.420,800,0.8722826086956521,0.14347826086956522,69.14,Good (60-70)
CAXMAN,4.084507042253521,71,1.2844840973629335,0.971830985915493,0.5915492957746479,0.48716760563380285,0.7605633802816901,204.7887323943662,2017-12-13 22:45:21.370,2023-03-14 00:26:47.102,1916,0.7711267605633803,0.059154929577464786,64.07,Good (60-70)
