brand,brand_reputation_score,review_count,avg_helpful_votes,avg_rating,BRS_Category
Caterpillar,67.42,61,0.1639344262295081,4.573770491803279,Good (60-70)
Celebrity Pink,66.48,66,0.3787878787878788,4.2727272727272725,Good (60-70)
Cemi Ceri,66.15,78,1.7820512820512822,3.948717948717949,Good (60-70)
Central Diamond Center,72.06,121,0.9917355371900828,4.661157024793388,Very Good (70-80)
Century Star,65.77,228,0.5307017543859649,4.223684210526316,Good (60-70)
Cestyle,71.63,106,2.518867924528302,4.39622641509434,Very Good (70-80)
Chaco,64.37,339,0.9970501474926252,4.103244837758112,Good (60-70)
ChainsPro,70.71,60,1.0333333333333334,4.5,Very Good (70-80)
Chalier,67.61,124,0.3709677419354839,4.411290322580645,Good (60-70)
Champion,67.7,3637,1.1638713225185593,4.231234533956558,Good (60-70)
Champion Sports,64.46,53,0.2641509433962264,4.264150943396227,Good (60-70)
Chantelle,61.35,51,0.8627450980392157,4.117647058823529,Good (60-70)
Chaps,57.17,57,0.543859649122807,4.315789473684211,Fair (50-60)
Charles Albert,63.7,150,0.6133333333333333,3.96,Good (60-70)
Charles River Apparel,67.7,252,0.6904761904761905,4.333333333333333,Good (60-70)
CharmLeaks,72.33,74,1.7027027027027026,4.486486486486487,Very Good (70-80)
Charmian,74.73,111,3.675675675675676,4.207207207207207,Very Good (70-80)
Chase & Chloe,65.92,95,0.4736842105263157,3.9894736842105263,Good (60-70)
Chase Secret,69.75,74,1.648648648648649,4.256756756756757,Good (60-70)
ChayChax,65.63,109,0.7247706422018348,4.238532110091743,Good (60-70)
Chef Works,71.57,94,1.2340425531914894,4.638297872340425,Very Good (70-80)
Chelmon,69.23,133,0.3984962406015037,4.578947368421052,Good (60-70)
Cherokee,67.65,1888,0.941207627118644,4.273834745762712,Good (60-70)
Chic Classic Collection,71.53,248,2.370967741935484,4.366935483870968,Very Good (70-80)
Chicgal,66.05,150,0.7866666666666666,4.213333333333333,Good (60-70)
Chigant,58.71,57,0.631578947368421,4.175438596491228,Fair (50-60)
ChinFun,71.87,65,2.246153846153846,4.276923076923077,Very Good (70-80)
Chinese Laundry,66.98,176,0.6420454545454546,4.232954545454546,Good (60-70)
Chippewa,72.09,67,1.9701492537313432,4.462686567164179,Very Good (70-80)
Chums,69.63,61,0.4754098360655737,4.60655737704918,Good (60-70)
Chvity,66.39,87,0.3793103448275862,4.068965517241379,Good (60-70)
CiNily,68.99,105,1.0952380952380951,4.323809523809524,Good (60-70)
Cicy Bell,61.65,98,2.0306122448979598,3.683673469387755,Good (60-70)
Cindy & Wendy,69.47,68,0.8382352941176471,4.367647058823529,Good (60-70)
Circular,68.27,55,0.4909090909090909,4.672727272727273,Good (60-70)
Circus NY,65.33,57,0.1228070175438596,4.245614035087719,Good (60-70)
Circus by Sam Edelman,68.08,54,1.2592592592592593,4.12962962962963,Good (60-70)
Citizen,71.95,68,1.5,4.5,Very Good (70-80)
City Classified,73.12,66,2.696969696969697,4.227272727272728,Very Good (70-80)
City Shirts,69.88,73,0.3150684931506849,4.657534246575342,Good (60-70)
City Threads,70.8,216,0.7962962962962963,4.583333333333333,Very Good (70-80)
Cizoe,70.19,81,0.7283950617283951,4.580246913580247,Very Good (70-80)
Clarks,69.17,5015,1.041874376869392,4.363310069790628,Good (60-70)
Classroom School Uniforms,67.7,88,1.0,4.295454545454546,Good (60-70)
Clementine,60.47,66,0.8939393939393939,3.5303030303030303,Good (60-70)
Closecret,72.22,62,0.8225806451612904,4.741935483870968,Very Good (70-80)
CloseoutWarehouse,70.0,79,0.6582278481012658,4.39240506329114,Very Good (70-80)
Clothe Co.,67.0,73,0.9452054794520548,4.383561643835616,Good (60-70)
Cloudstyle,70.2,56,0.9821428571428572,4.339285714285714,Very Good (70-80)
Cobb Hill,69.77,194,1.2989690721649485,4.469072164948454,Good (60-70)
Cobian,67.2,109,0.091743119266055,4.412844036697248,Good (60-70)
Cochoa,62.34,54,0.2592592592592592,4.574074074074074,Good (60-70)
ColdPruf,65.38,96,1.125,4.177083333333333,Good (60-70)
Cole Haan,65.45,458,0.9170305676855895,4.187772925764192,Good (60-70)
Collections,62.5,91,1.5934065934065933,3.901098901098901,Good (60-70)
Color City,71.8,61,1.4262295081967211,4.442622950819672,Very Good (70-80)
Colorfulkoala,68.11,302,0.6059602649006622,4.370860927152318,Good (60-70)
Colosseum,68.89,91,1.2087912087912087,4.285714285714286,Good (60-70)
Columbia,70.1,6149,1.5069116929582045,4.416490486257928,Very Good (70-80)
Comeon,65.54,51,0.9215686274509804,4.137254901960785,Good (60-70)
Comfort Choice,62.9,104,2.0576923076923075,3.701923076923077,Good (60-70)
Comfort Colors,63.18,190,0.5368421052631579,4.221052631578948,Good (60-70)
Comfortview,64.5,102,1.803921568627451,3.774509803921569,Good (60-70)
Comhats,72.15,134,2.164179104477612,4.455223880597015,Very Good (70-80)
CompressionZ,68.8,164,1.4085365853658536,4.25,Good (60-70)
Comwarm,58.43,54,0.3148148148148148,3.555555555555556,Fair (50-60)
Conceited,66.47,302,1.423841059602649,4.072847682119205,Good (60-70)
Condor,67.47,131,0.3282442748091603,4.33587786259542,Good (60-70)
Connectyle,68.38,65,0.3538461538461538,4.476923076923077,Good (60-70)
Converse,69.54,455,1.5142857142857142,4.443956043956044,Good (60-70)
Coolibar,73.54,97,2.8969072164948453,4.391752577319588,Very Good (70-80)
Coolife,88.4,104,9.711538461538462,4.451923076923077,Excellent (80-100)
Copper Fit,66.44,58,1.4482758620689655,4.293103448275862,Good (60-70)
Core 10,58.79,247,1.4210526315789471,4.477732793522267,Fair (50-60)
Cosonsen,64.28,94,0.8723404255319149,3.9574468085106393,Good (60-70)
Costa Del Mar,70.33,98,0.4795918367346938,4.673469387755102,Very Good (70-80)
Coutgo,52.72,198,0.898989898989899,4.287878787878788,Fair (50-60)
Covelin,66.49,82,0.8048780487804879,4.195121951219512,Good (60-70)
CowCow,67.98,179,1.229050279329609,4.212290502793296,Good (60-70)
Crazy Dog T-Shirts,68.06,452,0.247787610619469,4.462389380530974,Good (60-70)
Crazy Lady,64.74,76,1.947368421052632,3.789473684210526,Good (60-70)
Crocs,68.03,5026,0.6639474731396737,4.427974532431357,Good (60-70)
Cubavera,67.47,114,0.4298245614035088,4.394736842105263,Good (60-70)
Cuddl Duds,72.72,63,2.063492063492064,4.444444444444445,Very Good (70-80)
Curve Muse,65.94,155,1.9548387096774196,3.774193548387097,Good (60-70)
Custer’s Night,62.34,71,0.8169014084507042,4.056338028169014,Good (60-70)
Cyanstyle,60.65,56,0.6428571428571429,4.017857142857143,Good (60-70)
Cynure,71.24,86,0.7325581395348837,4.709302325581396,Very Good (70-80)
D&K Monarchy,60.48,57,0.6842105263157895,3.6666666666666665,Good (60-70)
D.Bella,60.02,55,0.509090909090909,3.709090909090909,Good (60-70)
DADAWEN,68.89,354,1.0593220338983051,4.231638418079096,Good (60-70)
DALIX,64.9,272,0.3897058823529412,4.213235294117647,Good (60-70)
DANISH ENDURANCE,64.32,124,0.4274193548387097,4.120967741935484,Good (60-70)
DANVOUY,64.85,124,0.2741935483870967,4.040322580645161,Good (60-70)
DAOCHONG,72.86,59,0.9661016949152542,4.745762711864407,Very Good (70-80)
DARESAY,72.54,69,5.608695652173913,4.159420289855072,Very Good (70-80)
DAVID ARCHY,67.66,321,0.8037383177570093,4.414330218068536,Good (60-70)
DAWGS,66.29,199,0.5879396984924623,4.35678391959799,Good (60-70)
DB MOON,68.81,149,1.751677852348993,4.167785234899329,Good (60-70)
DC,66.83,353,0.2011331444759206,4.371104815864022,Good (60-70)
DC Comics,66.87,155,0.232258064516129,4.380645161290323,Good (60-70)
DEARCASE,64.69,436,0.6697247706422018,4.155963302752293,Good (60-70)
DECADENCE,65.77,63,0.9523809523809524,4.095238095238095,Good (60-70)
DELELE,66.7,230,0.6347826086956522,4.530434782608696,Good (60-70)
DELIMIRA,73.16,632,4.447784810126582,3.920886075949367,Very Good (70-80)
DELSEY Paris,73.96,163,3.7116564417177913,4.478527607361963,Very Good (70-80)
DELUXITY,75.38,158,3.4746835443037973,4.481012658227848,Very Good (70-80)
DEVOPS,71.2,411,1.1119221411192215,4.510948905109489,Very Good (70-80)
DG Hill,71.34,161,1.546583850931677,4.46583850931677,Very Good (70-80)
DIBAOLONG,69.79,323,2.204334365325077,4.25077399380805,Good (60-70)
DIDK,67.33,58,1.1551724137931034,4.068965517241379,Good (60-70)
DJT,67.5,213,1.0140845070422535,4.333333333333333,Good (60-70)
DKNY,61.72,69,1.0289855072463767,4.086956521739131,Good (60-70)
DKSUKO,69.35,129,1.248062015503876,4.310077519379845,Good (60-70)
DL,64.56,204,0.9950980392156864,4.225490196078432,Good (60-70)
DLGJPA,68.38,104,0.5961538461538461,4.509615384615385,Good (60-70)
DOBREVA,66.11,166,1.2349397590361446,4.024096385542169,Good (60-70)
DOLNINE,65.42,112,0.4107142857142857,4.267857142857143,Good (60-70)
DORINA,54.75,50,0.6,4.0,Fair (50-60)
DOUBLJU,71.22,289,3.498269896193772,4.006920415224913,Very Good (70-80)
DOUSSPRT,68.61,199,0.949748743718593,4.422110552763819,Good (60-70)
DREAM PAIRS,67.56,3105,1.1877616747181965,4.204830917874396,Good (60-70)
DRESHOW,65.14,138,0.3840579710144927,4.13768115942029,Good (60-70)
DRESSTELLS,68.76,215,1.2232558139534884,4.311627906976744,Good (60-70)
DRSKIN,66.42,233,0.5579399141630901,4.210300429184549,Good (60-70)
DUCO,70.68,280,2.585714285714286,4.275,Very Good (70-80)
DUOYANGJIASHA,68.19,179,1.7039106145251397,4.212290502793296,Good (60-70)
DUTUT,73.4,90,2.7777777777777777,4.211111111111111,Very Good (70-80)
Daci,77.13,147,3.523809523809524,4.394557823129252,Very Good (70-80)
Dagacci Medical Uniform,65.02,221,0.918552036199095,3.995475113122172,Good (60-70)
Dahlia,71.47,68,0.7941176470588235,4.647058823529412,Very Good (70-80)
Daily Ritual,62.03,804,2.675373134328358,4.252487562189055,Good (60-70)
DailyShoes,67.9,465,1.886021505376344,4.038709677419355,Good (60-70)
Dakine,72.93,67,0.7014925373134329,4.626865671641791,Very Good (70-80)
Dan Post,66.06,54,0.3148148148148148,4.185185185185185,Good (60-70)
Dancina,70.42,81,0.7901234567901234,4.493827160493828,Very Good (70-80)
Dani's Choice,78.99,63,3.7777777777777777,4.444444444444445,Very Good (70-80)
Daniel Green,61.49,88,0.7613636363636364,3.852272727272727,Good (60-70)
Danner,68.03,228,1.3026315789473684,4.293859649122807,Good (60-70)
Danskin,67.39,281,0.9430604982206404,4.245551601423488,Good (60-70)
Dansko,70.03,641,1.374414976599064,4.385335413416537,Very Good (70-80)
Darn Tough,69.24,159,0.5723270440251572,4.528301886792453,Good (60-70)
Darn Tough Vermont,67.02,148,0.4391891891891892,4.4391891891891895,Good (60-70)
Dasein,69.38,189,1.1111111111111112,4.417989417989418,Good (60-70)
Dearfoams,62.54,926,0.9017278617710583,4.157667386609071,Good (60-70)
Debra Weitzner,71.44,94,1.2872340425531914,4.25531914893617,Very Good (70-80)
Decalen,68.75,51,0.9803921568627452,4.705882352941177,Good (60-70)
Deer Stags,66.1,462,0.4112554112554112,4.190476190476191,Good (60-70)
Dellytop,65.5,113,1.575221238938053,3.946902654867257,Good (60-70)
Democracy,68.51,183,1.2295081967213115,4.366120218579235,Good (60-70)
Design by Olivia,68.32,95,1.8,3.926315789473685,Good (60-70)
Deyllo,66.56,112,1.0892857142857142,4.035714285714286,Good (60-70)
Diamond Candy,69.21,84,1.7023809523809523,4.25,Good (60-70)
Dickies,66.3,5546,0.5485034258925352,4.292102416155788,Good (60-70)
Different Touch,66.38,108,0.6018518518518519,4.157407407407407,Good (60-70)
Dikoaina,71.4,57,1.105263157894737,4.473684210526316,Very Good (70-80)
Disguise,65.46,183,0.5573770491803278,4.1256830601092895,Good (60-70)
Disney,68.83,817,0.3451652386780905,4.550795593635251,Good (60-70)
Dockers,65.78,1837,0.6118671747414263,4.335329341317365,Good (60-70)
Doctor Unicorn,68.26,64,0.3125,4.671875,Good (60-70)
Doerix,71.39,81,1.9506172839506173,4.234567901234568,Very Good (70-80)
Dofaoo,65.33,99,1.2323232323232325,4.292929292929293,Good (60-70)
Dokotoo,65.54,732,1.378415300546448,4.021857923497268,Good (60-70)
Dollger,67.55,95,0.5473684210526316,4.473684210526316,Good (60-70)
Dolphin&Fish,64.82,50,0.68,4.38,Good (60-70)
Dorfman Pacific,69.01,106,0.7641509433962265,4.377358490566038,Good (60-70)
Dosoni,73.67,63,2.126984126984127,4.634920634920635,Very Good (70-80)
Dot&Dot,65.76,56,0.3214285714285714,4.678571428571429,Good (60-70)
DouBCQ,63.96,54,0.8148148148148148,3.9444444444444446,Good (60-70)
Dr. Martens,70.03,384,1.7630208333333333,4.364583333333333,Very Good (70-80)
Dr. Scholl's,66.45,92,0.5760869565217391,4.271739130434782,Good (60-70)
Dr. Scholl's Shoes,63.9,485,0.6268041237113402,4.0123711340206185,Good (60-70)
Dragon Fit,78.39,289,4.85121107266436,4.335640138408304,Very Good (70-80)
Dream USA,64.85,109,0.1376146788990825,4.018348623853211,Good (60-70)
Dreamcrest,66.01,138,1.0434782608695652,4.246376811594203,Good (60-70)
Dreams & Co.,70.44,91,2.1868131868131866,4.274725274725275,Very Good (70-80)
Dressy Daisy,67.48,52,0.5961538461538461,4.326923076923077,Good (60-70)
Dressystar,74.26,232,2.3448275862068964,4.478448275862069,Very Good (70-80)
Dreubea,61.52,144,0.5277777777777778,3.826388888888889,Good (60-70)
Driver Club USA,56.0,86,0.9767441860465116,4.267441860465116,Fair (50-60)
Dsane,64.17,72,0.8055555555555556,4.166666666666667,Good (60-70)
Duduma,74.81,121,4.8429752066115705,4.289256198347108,Very Good (70-80)
Dunham,66.77,191,0.675392670157068,4.272251308900524,Good (60-70)
Duofold,68.76,274,0.5802919708029197,4.4416058394160585,Good (60-70)
Durango,71.52,97,0.6701030927835051,4.628865979381444,Very Good (70-80)
Duufin,60.7,70,0.1714285714285714,3.6142857142857134,Good (60-70)
EBMORE,68.38,147,0.4149659863945578,4.510204081632653,Good (60-70)
ECCO,68.38,521,1.0614203454894433,4.345489443378119,Good (60-70)
ECHOINE,61.16,67,0.582089552238806,3.6865671641791047,Good (60-70)
ECOWISH,67.0,435,2.439080459770115,3.857471264367816,Good (60-70)
ECUPPER,74.93,91,4.5054945054945055,4.285714285714286,Very Good (70-80)
EIMIN,63.84,149,0.9731543624161074,3.8993288590604025,Good (60-70)
ELACUCOS,69.93,93,1.2795698924731185,4.365591397849462,Good (60-70)
ELEGANTPARK,70.39,68,0.6911764705882353,4.455882352941177,Very Good (70-80)
ELESOL,63.91,72,0.9444444444444444,4.125,Good (60-70)
ELLEWIN,67.08,81,0.8765432098765432,4.222222222222222,Good (60-70)
ELMA,72.52,51,0.8235294117647058,4.588235294117647,Very Good (70-80)
ENJOYNIGHT,71.37,242,1.8016528925619837,4.326446280991736,Very Good (70-80)
EPEIUS,69.74,72,0.8472222222222222,4.597222222222222,Good (60-70)
EQUICK,63.46,64,1.046875,4.109375,Good (60-70)
ERIJUNOR,73.82,51,1.2941176470588236,4.529411764705882,Very Good (70-80)
ESTALON,69.0,215,0.3906976744186046,4.609302325581395,Good (60-70)
ESTAMICO,68.48,66,1.106060606060606,4.363636363636363,Good (60-70)
ESTEEZ,66.57,86,0.813953488372093,4.534883720930233,Good (60-70)
ETCYY,64.52,204,0.7205882352941176,4.034313725490196,Good (60-70)
EUOVMY,68.98,83,0.7228915662650602,4.518072289156627,Good (60-70)
EVALESS,62.14,87,2.0114942528735638,4.068965517241379,Good (60-70)
EVER BOOTS,73.01,103,2.6990291262135924,4.378640776699029,Very Good (70-80)
EVER FAITH,72.43,89,1.1910112359550562,4.651685393258427,Very Good (70-80)
EVERDREAM,69.27,70,1.1,4.214285714285714,Good (60-70)
EXCHIC,70.84,79,1.9746835443037976,4.30379746835443,Very Good (70-80)
EXLURA,66.74,154,1.922077922077922,3.896103896103896,Good (60-70)
EYUSHIJIA,71.85,89,1.9438202247191008,4.348314606741573,Very Good (70-80)
EZRUN,71.34,58,1.293103448275862,4.517241379310345,Very Good (70-80)
Eagsouni,71.44,79,1.7088607594936709,4.405063291139241,Very Good (70-80)
Earth,65.6,56,0.2142857142857142,4.196428571428571,Good (60-70)
Earth Origins,70.62,92,1.2391304347826086,4.413043478260869,Very Good (70-80)
Eastland,67.94,214,0.9392523364485982,4.242990654205608,Good (60-70)
Easton Marlowe,68.31,90,0.6,4.444444444444445,Good (60-70)
Easy Spirit,69.68,768,0.99609375,4.411458333333333,Good (60-70)
Easy Street,65.21,317,0.8801261829652997,3.965299684542587,Good (60-70)
Easy USA,59.51,67,0.2238805970149253,3.746268656716418,Fair (50-60)
Easyoulife,72.13,87,1.7816091954022988,4.517241379310345,Very Good (70-80)
Eddie Bauer,71.12,199,2.256281407035176,4.341708542713568,Very Good (70-80)
Egnaro,68.49,88,0.2954545454545454,4.568181818181818,Good (60-70)
Ekouaer,68.94,2119,1.451628126474752,4.382255781028787,Good (60-70)
Eliacher,73.55,80,2.95,4.2375,Very Good (70-80)
Ellie Shoes,68.67,150,1.1666666666666667,4.24,Good (60-70)
Elomi,66.62,108,1.3240740740740742,4.055555555555555,Good (60-70)
Emmalise,65.0,255,1.196078431372549,3.941176470588236,Good (60-70)
Emprella,58.79,59,0.2542372881355932,3.593220338983051,Fair (50-60)
EnerWear,68.88,59,0.4745762711864407,4.711864406779661,Good (60-70)
Enso Rings,66.42,53,1.0943396226415094,4.09433962264151,Good (60-70)
Epic MMA Gear,69.26,270,1.1296296296296295,4.37037037037037,Good (60-70)
Ermonn,55.71,58,1.0344827586206895,4.120689655172414,Fair (50-60)
Esenchel,72.25,124,1.2580645161290325,4.508064516129032,Very Good (70-80)
Esobo,61.25,54,1.6296296296296295,3.851851851851852,Good (60-70)
EttelLut,69.64,131,2.5114503816793894,4.083969465648855,Good (60-70)
Ever-Pretty,75.02,172,3.453488372093023,4.133720930232558,Very Good (70-80)
EverFoams,66.23,67,0.8208955223880597,4.223880597014926,Good (60-70)
Everbellus,62.51,87,0.264367816091954,3.724137931034482,Good (60-70)
Everest,67.49,174,0.5747126436781609,4.350574712643678,Good (60-70)
Evshine,62.25,70,0.7571428571428571,4.142857142857143,Good (60-70)
Ewedoos,69.85,217,0.7050691244239631,4.447004608294931,Good (60-70)
ExOfficio,69.26,277,0.6389891696750902,4.447653429602888,Good (60-70)
Explore Land,67.4,77,1.3116883116883118,4.246753246753247,Good (60-70)
Exquisite Form,62.31,162,1.9135802469135803,3.685185185185185,Good (60-70)
Extra-Wide Sock Company,70.24,88,0.2840909090909091,4.579545454545454,Very Good (70-80)
Eytino,64.05,63,0.2222222222222222,3.920634920634921,Good (60-70)
Ezcosplay,67.21,68,0.9264705882352942,4.323529411764706,Good (60-70)
Ezi,61.96,99,0.7171717171717171,3.919191919191919,Good (60-70)
F&L CLASSIC,64.95,75,0.4133333333333333,4.24,Good (60-70)
FACE N FACE,75.99,62,5.354838709677419,3.9193548387096775,Very Good (70-80)
FAIRWIN,63.91,128,0.2890625,4.296875,Good (60-70)
FALAN MULE,69.56,66,0.5909090909090909,4.5,Good (60-70)
FANCY SHINY,67.59,55,0.5818181818181818,4.454545454545454,Good (60-70)
FANCYINN,65.26,90,0.6888888888888889,3.744444444444445,Good (60-70)
FANMIS,69.99,92,2.260869565217391,4.163043478260869,Good (60-70)
FANSING,64.31,104,0.7980769230769231,4.048076923076923,Good (60-70)
FANTURE,62.36,71,0.8591549295774648,4.042253521126761,Good (60-70)
FARYSAYS,61.88,125,1.152,3.976,Good (60-70)
FAYALEQ,68.88,67,1.6567164179104477,4.373134328358209,Good (60-70)
FEIDEER,72.79,52,0.3653846153846153,4.730769230769231,Very Good (70-80)
FEISEDY,67.28,185,0.4810810810810811,4.351351351351352,Good (60-70)
FIBO STEEL,64.67,144,1.0763888888888888,4.222222222222222,Good (60-70)
FINETOO,66.24,90,0.8,4.033333333333333,Good (60-70)
FITKICKS,69.72,101,0.9801980198019802,4.316831683168317,Good (60-70)
FITORY,68.17,95,1.768421052631579,4.168421052631579,Good (60-70)
FITTIN,72.08,331,2.516616314199396,4.2749244712990935,Very Good (70-80)
FLARUT,57.74,58,0.3793103448275862,4.086206896551724,Fair (50-60)
FLORIA,67.34,118,0.940677966101695,4.1440677966101696,Good (60-70)
FOLUNSI,68.75,111,0.9009009009009008,4.36036036036036,Good (60-70)
FORBUSITE,73.02,55,2.4363636363636365,4.509090909090909,Very Good (70-80)
FRACORA,71.47,51,2.313725490196078,4.294117647058823,Very Good (70-80)
FREDD MARSHALL,66.97,57,0.8245614035087719,4.298245614035087,Good (60-70)
FREE SOLDIER,67.35,125,1.12,4.224,Good (60-70)
FROGG TOGGS,66.3,105,0.4,4.247619047619048,Good (60-70)
FUDYNMALC,59.58,50,0.78,3.9,Fair (50-60)
FULLSOFT,64.32,53,1.339622641509434,4.113207547169812,Good (60-70)
FUNKYMONKEY,65.59,469,1.3176972281449892,3.914712153518124,Good (60-70)
FURTALK,70.67,245,0.7183673469387755,4.526530612244898,Very Good (70-80)
FYC,64.85,94,0.2234042553191489,4.4361702127659575,Good (60-70)
FZ FANTASTIC ZONE,64.45,106,0.8962264150943396,4.122641509433962,Good (60-70)
Fabio Valenti,66.89,59,0.2711864406779661,4.5423728813559325,Good (60-70)
Facitisu,64.04,57,0.4385964912280701,3.982456140350877,Good (60-70)
Falari,67.45,277,0.4440433212996389,4.393501805054152,Good (60-70)
FallSweet,73.71,197,4.192893401015229,4.01015228426396,Very Good (70-80)
Family Feeling,67.04,178,0.3258426966292135,4.584269662921348,Good (60-70)
Famulily,70.83,203,2.5911330049261085,4.123152709359606,Very Good (70-80)
FanVince,61.03,50,0.76,4.06,Good (60-70)
Farktop,64.54,95,1.5263157894736843,3.9368421052631577,Good (60-70)
Fashion2Love,66.88,108,1.3333333333333333,4.055555555555555,Good (60-70)
FashionPuzzle,71.99,136,1.4411764705882353,4.5,Very Good (70-80)
Faux Real,66.86,116,0.5172413793103449,4.422413793103448,Good (60-70)
Feelin Good Tees,71.14,448,0.5044642857142857,4.654017857142857,Very Good (70-80)
FeetPeople,57.22,53,0.6226415094339622,3.792452830188679,Fair (50-60)
Feethit,60.96,78,0.7307692307692307,3.7948717948717943,Good (60-70)
Feetures,65.41,61,0.4262295081967213,4.213114754098361,Good (60-70)
Feiersi,67.67,140,0.4785714285714286,4.35,Good (60-70)
Felina,67.94,161,1.4782608695652173,4.22360248447205,Good (60-70)
Felix & Flora,74.01,52,2.0576923076923075,4.557692307692308,Very Good (70-80)
Femizee,67.76,118,0.2627118644067797,4.516949152542373,Good (60-70)
Fengbay,71.6,185,0.3567567567567568,4.65945945945946,Very Good (70-80)
Ferro Aldo,68.03,90,0.3222222222222222,4.377777777777778,Good (60-70)
Fettero,61.87,69,0.217391304347826,4.202898550724638,Good (60-70)
Fihapyli,75.69,163,3.0061349693251533,4.47239263803681,Very Good (70-80)
Fila,63.66,490,0.6,4.087755102040816,Good (60-70)
Finders Key Purse,70.88,57,0.4561403508771929,4.649122807017544,Very Good (70-80)
Fintie,67.52,144,0.3402777777777778,4.611111111111111,Good (60-70)
Fiore,68.09,83,0.4578313253012048,4.385542168674699,Good (60-70)
Firpearl,73.62,219,3.3424657534246576,4.337899543378995,Very Good (70-80)
Fishers Finery,70.39,158,0.9873417721518988,4.5,Very Good (70-80)
Fisoew,61.05,51,0.7450980392156863,3.803921568627451,Good (60-70)
FitFlop,67.52,369,1.2086720867208671,4.273712737127371,Good (60-70)
FitVille,61.25,65,1.0,4.123076923076923,Good (60-70)
FitsT4 Sports,70.16,76,0.7631578947368421,4.552631578947368,Very Good (70-80)
Fixmatti,80.43,70,5.885714285714286,4.257142857142857,Excellent (80-100)
Fjallraven,71.75,105,2.1523809523809523,4.457142857142857,Very Good (70-80)
Flexfit,66.79,181,0.2651933701657458,4.397790055248619,Good (60-70)
Floerns,66.89,533,1.876172607879925,3.791744840525329,Good (60-70)
Flojos,68.72,73,0.7397260273972602,4.301369863013699,Good (60-70)
Floopi,64.27,129,0.4573643410852713,4.248062015503876,Good (60-70)
Floral Find,65.25,74,0.1891891891891892,4.608108108108108,Good (60-70)
Florsheim,63.64,178,0.6966292134831461,4.297752808988764,Good (60-70)
Flygo,65.93,123,0.926829268292683,4.056910569105691,Good (60-70)
Foamtreads,67.05,73,0.589041095890411,4.1506849315068495,Good (60-70)
Foot Traffic,69.18,114,0.1929824561403508,4.552631578947368,Good (60-70)
FootJoy,68.42,98,0.6326530612244898,4.510204081632653,Good (60-70)
For G and PL,67.89,116,0.7327586206896551,4.396551724137931,Good (60-70)
Forbidden Body Jewelry,66.33,93,0.967741935483871,4.086021505376344,Good (60-70)
Forever,66.35,382,0.6492146596858639,4.130890052356021,Good (60-70)
Forever Lazy,71.3,74,1.2567567567567568,4.662162162162162,Very Good (70-80)
Forever Link,66.63,188,0.2287234042553191,4.1861702127659575,Good (60-70)
Forum Novelties,62.03,170,0.5470588235294118,4.023529411764706,Good (60-70)
Fossil,65.83,384,0.8359375,4.458333333333333,Good (60-70)
FoxRiver,70.49,59,0.864406779661017,4.47457627118644,Very Good (70-80)
Franco Sarto,65.02,161,1.0869565217391304,4.086956521739131,Good (60-70)
Frank Mully,65.73,60,1.0,3.9166666666666665,Good (60-70)
Free to Live,68.95,187,1.2032085561497323,4.149732620320855,Good (60-70)
French Toast,68.05,682,0.5513196480938416,4.417888563049853,Good (60-70)
Freya,62.38,82,1.7804878048780488,3.5853658536585367,Good (60-70)
Fruit of the Loom,65.86,7519,0.8443942013565634,4.233142705146961,Good (60-70)
Frye,67.54,354,1.731638418079096,4.163841807909605,Good (60-70)
Fuinloth,70.92,137,3.45985401459854,4.2773722627737225,Very Good (70-80)
Fullmosa,75.36,83,3.0963855421686746,4.397590361445783,Very Good (70-80)
Fun Costumes,68.97,58,2.0689655172413794,4.241379310344827,Good (60-70)
Fun Summer Gifts and Tee shirts Co,65.75,358,0.1843575418994413,4.150837988826815,Good (60-70)
Fun World,69.75,103,0.6893203883495146,4.271844660194175,Good (60-70)
Funky Junque,70.16,404,0.3094059405940594,4.566831683168317,Very Good (70-80)
Funny Civil Engineers Shirt,68.5,7296,0.2060032894736842,4.485608552631579,Good (60-70)
Funny Grumpy Old Grandfather Gift Ideas,68.06,246,0.2113821138211382,4.4227642276422765,Good (60-70)
Funny Saying Novelty Gift ideas,68.65,285,0.143859649122807,4.445614035087719,Good (60-70)
Funtasma,68.59,117,0.5555555555555556,4.401709401709402,Good (60-70)
FurArt,73.58,171,2.298245614035088,4.6725146198830405,Very Good (70-80)
G Gradual,68.77,219,1.0136986301369864,4.383561643835616,Good (60-70)
G.H. Bass & Co.,61.39,63,0.4285714285714285,4.301587301587301,Good (60-70)
G4Free,66.08,79,1.0506329113924051,4.569620253164557,Good (60-70)
GADEWAKE,67.22,84,0.25,4.178571428571429,Good (60-70)
GALLERY SEVEN,65.42,69,0.4057971014492754,4.463768115942029,Good (60-70)
GAP,54.76,58,0.6551724137931034,4.396551724137931,Fair (50-60)
GAYHAY,68.55,124,1.6129032258064515,4.161290322580645,Good (60-70)
GEEK LIGHTING,70.82,84,2.642857142857143,4.273809523809524,Very Good (70-80)
GEMYSE,70.82,114,1.8157894736842104,4.412280701754386,Very Good (70-80)
GERINLY,69.19,80,0.2375,4.575,Good (60-70)
GINGTTO,59.05,71,0.380281690140845,4.323943661971831,Fair (50-60)
GLIGLITTR,63.47,67,1.2835820895522387,3.895522388059701,Good (60-70)
GLOBALWIN,63.31,415,0.963855421686747,4.248192771084337,Good (60-70)
GOBLES,66.16,129,1.4651162790697674,4.054263565891473,Good (60-70)
